Customer ID,Recency,Frequency,Monetary,KMeans_Cluster,Cluster_Persona
13798.0,208,1,136.0,2,At-Risk Customers
13799.0,243,1,130.8,2,At-Risk Customers
13821.0,29,1,8.5,1,Potential Loyalists
13823.0,360,1,13.5,0,Hibernating / Low-Value
13824.0,225,1,25.200000000000003,2,At-Risk Customers
13838.0,68,1,4.95,1,Potential Loyalists
13842.0,51,1,16.5,1,Potential Loyalists
13846.0,35,1,10.2,1,Potential Loyalists
13869.0,131,1,9.899999999999999,2,At-Risk Customers
13870.0,218,1,20.4,2,At-Risk Customers
13872.0,361,1,17.700000000000003,0,Hibernating / Low-Value
13875.0,260,1,93.0,0,Hibernating / Low-Value
13883.0,285,1,22.5,0,Hibernating / Low-Value
13884.0,21,1,0.85,1,Potential Loyalists
13890.0,282,1,10.2,0,Hibernating / Low-Value
13895.0,372,1,12.600000000000001,0,Hibernating / Low-Value
13916.0,311,1,19.5,0,Hibernating / Low-Value
13927.0,73,1,17.0,1,Potential Loyalists
13939.0,67,1,14.850000000000001,1,Potential Loyalists
13946.0,371,2,30.299999999999997,0,Hibernating / Low-Value
13963.0,73,1,14.850000000000001,1,Potential Loyalists
13969.0,176,2,11.6,2,At-Risk Customers
13975.0,186,5,23.97,2,At-Risk Customers
13979.0,284,1,10.2,0,Hibernating / Low-Value
13982.0,135,1,7.6499999999999995,2,At-Risk Customers
13983.0,200,1,17.700000000000003,2,At-Risk Customers
13987.0,36,1,15.9,1,Potential Loyalists
13988.0,19,1,2.95,1,Potential Loyalists
13989.0,123,1,27.04,2,At-Risk Customers
13995.0,103,1,17.85,1,Potential Loyalists
14011.0,116,1,13.5,1,Potential Loyalists
14013.0,16,1,16.5,1,Potential Loyalists
14016.0,311,1,12.75,0,Hibernating / Low-Value
14022.0,122,1,15.0,2,At-Risk Customers
14030.0,52,2,15.149999999999999,1,Potential Loyalists
14031.0,205,3,53.45,2,At-Risk Customers
14035.0,248,1,2.55,2,At-Risk Customers
14037.0,368,1,5.07,0,Hibernating / Low-Value
14038.0,309,1,17.700000000000003,0,Hibernating / Low-Value
14040.0,40,2,7.7,1,Potential Loyalists
14043.0,365,1,7.5,0,Hibernating / Low-Value
14044.0,54,3,7.700000000000001,1,Potential Loyalists
14049.0,164,4,50.0,2,At-Risk Customers
14057.0,114,1,5.1,1,Potential Loyalists
14062.0,144,1,5.85,2,At-Risk Customers
14064.0,66,1,10.2,1,Potential Loyalists
14081.0,291,3,6.25,0,Hibernating / Low-Value
14082.0,28,1,5.85,1,Potential Loyalists
14085.0,66,3,23.74,1,Potential Loyalists
14097.0,117,1,9.899999999999999,1,Potential Loyalists
14099.0,184,1,5.04,2,At-Risk Customers
14107.0,148,2,41.25,2,At-Risk Customers
14110.0,220,2,16.8,2,At-Risk Customers
14112.0,290,1,6.8,0,Hibernating / Low-Value
14127.0,16,2,34.7,1,Potential Loyalists
14134.0,239,1,45.0,2,At-Risk Customers
14136.0,190,1,10.2,2,At-Risk Customers
14139.0,162,1,10.2,2,At-Risk Customers
14154.0,59,2,31.5,1,Potential Loyalists
14156.0,25,8,225.78,1,Potential Loyalists
14157.0,25,1,5.9,1,Potential Loyalists
14159.0,151,3,19.150000000000002,2,At-Risk Customers
14161.0,5,1,29.5,1,Potential Loyalists
14168.0,56,1,21.0,1,Potential Loyalists
14172.0,241,1,11.9,2,At-Risk Customers
14181.0,46,1,17.700000000000003,1,Potential Loyalists
14186.0,157,1,16.5,2,At-Risk Customers
14194.0,28,3,62.400000000000006,1,Potential Loyalists
14210.0,338,1,46.8,0,Hibernating / Low-Value
14219.0,45,1,8.5,1,Potential Loyalists
14221.0,133,1,17.700000000000003,2,At-Risk Customers
14235.0,205,1,19.799999999999997,2,At-Risk Customers
14239.0,214,3,44.7,2,At-Risk Customers
14249.0,187,4,40.2,2,At-Risk Customers
14254.0,68,1,23.25,1,Potential Loyalists
14257.0,284,2,32.7,0,Hibernating / Low-Value
14260.0,184,1,15.9,2,At-Risk Customers
14277.0,47,1,0.85,1,Potential Loyalists
14286.0,275,2,40.2,0,Hibernating / Low-Value
14291.0,81,1,10.5,1,Potential Loyalists
14292.0,225,2,30.599999999999998,2,At-Risk Customers
14298.0,66,1,30.599999999999998,1,Potential Loyalists
14320.0,182,3,46.2,2,At-Risk Customers
14321.0,109,1,10.5,1,Potential Loyalists
14326.0,99,1,15.600000000000001,1,Potential Loyalists
14327.0,18,1,10.2,1,Potential Loyalists
14329.0,65,2,25.5,1,Potential Loyalists
14343.0,270,1,2.1,0,Hibernating / Low-Value
14344.0,262,1,8.5,0,Hibernating / Low-Value
14365.0,317,1,10.5,0,Hibernating / Low-Value
14375.0,177,1,2.1,2,At-Risk Customers
14381.0,87,1,20.4,1,Potential Loyalists
14382.0,26,1,3.3,1,Potential Loyalists
14399.0,30,1,0.84,1,Potential Loyalists
14401.0,128,2,40.68,2,At-Risk Customers
14404.0,243,1,33.0,2,At-Risk Customers
14408.0,368,1,30.599999999999998,0,Hibernating / Low-Value
14415.0,15,3,16.0,1,Potential Loyalists
14421.0,148,1,15.6,2,At-Risk Customers
14422.0,226,2,28.800000000000004,2,At-Risk Customers
14425.0,70,1,19.8,1,Potential Loyalists
14431.0,15,2,54.550000000000004,1,Potential Loyalists
14433.0,101,1,5.9,1,Potential Loyalists
14437.0,165,1,11.7,2,At-Risk Customers
14439.0,323,1,15.6,0,Hibernating / Low-Value
14442.0,50,3,86.0,1,Potential Loyalists
14446.0,22,1,1.7,1,Potential Loyalists
14452.0,31,2,10.9,1,Potential Loyalists
14458.0,16,1,1.68,1,Potential Loyalists
14461.0,326,1,4.2,0,Hibernating / Low-Value
14462.0,68,1,1.25,1,Potential Loyalists
14466.0,285,1,15.0,0,Hibernating / Low-Value
14467.0,269,1,1.3,0,Hibernating / Low-Value
14469.0,255,1,10.5,0,Hibernating / Low-Value
14482.0,106,1,50.400000000000006,1,Potential Loyalists
14484.0,37,1,7.800000000000001,1,Potential Loyalists
14487.0,15,1,5.9,1,Potential Loyalists
14492.0,66,1,25.200000000000003,1,Potential Loyalists
14493.0,26,4,34.95,1,Potential Loyalists
14505.0,40,8,54.4,1,Potential Loyalists
14508.0,12,2,14.25,1,Potential Loyalists
14513.0,204,1,20.4,2,At-Risk Customers
14514.0,319,1,2.9,0,Hibernating / Low-Value
14524.0,52,2,8.82,1,Potential Loyalists
14525.0,64,1,0.85,1,Potential Loyalists
14527.0,169,3,33.85,2,At-Risk Customers
14530.0,196,2,17.55,2,At-Risk Customers
14535.0,143,6,14.879999999999999,2,At-Risk Customers
14540.0,359,1,6.75,0,Hibernating / Low-Value
14543.0,358,1,20.700000000000003,0,Hibernating / Low-Value
14549.0,229,2,11.7,2,At-Risk Customers
14552.0,228,1,2.5,2,At-Risk Customers
14562.0,306,1,2.55,0,Hibernating / Low-Value
14563.0,228,1,1.25,2,At-Risk Customers
14572.0,53,5,19.8,1,Potential Loyalists
14575.0,124,1,4.65,2,At-Risk Customers
14583.0,169,1,1.65,2,At-Risk Customers
14590.0,368,1,5.9,0,Hibernating / Low-Value
14593.0,33,2,12.75,1,Potential Loyalists
14599.0,26,1,0.63,1,Potential Loyalists
14602.0,292,1,11.9,0,Hibernating / Low-Value
14606.0,9,13,46.06,1,Potential Loyalists
14625.0,123,2,22.58,2,At-Risk Customers
14630.0,120,1,12.75,2,At-Risk Customers
14631.0,51,1,10.08,1,Potential Loyalists
14634.0,73,1,15.299999999999999,1,Potential Loyalists
14648.0,198,2,12.75,2,At-Risk Customers
14649.0,18,2,10.45,1,Potential Loyalists
14653.0,149,2,27.85,2,At-Risk Customers
14656.0,51,1,3.75,1,Potential Loyalists
14662.0,63,1,5.04,1,Potential Loyalists
14667.0,1,3,61.300000000000004,1,Potential Loyalists
14670.0,368,1,5.95,0,Hibernating / Low-Value
14675.0,24,3,13.149999999999999,1,Potential Loyalists
14680.0,29,7,163.35,1,Potential Loyalists
14683.0,224,1,5.1,2,At-Risk Customers
14685.0,334,1,2.5,0,Hibernating / Low-Value
14688.0,32,2,22.45,1,Potential Loyalists
14690.0,28,1,3.4,1,Potential Loyalists
14693.0,119,1,29.75,2,At-Risk Customers
14699.0,129,1,10.2,2,At-Risk Customers
14701.0,85,4,59.550000000000004,1,Potential Loyalists
14702.0,236,1,20.28,2,At-Risk Customers
14709.0,340,1,13.5,0,Hibernating / Low-Value
14710.0,15,1,2.55,1,Potential Loyalists
14713.0,15,1,10.2,1,Potential Loyalists
14714.0,211,2,16.92,2,At-Risk Customers
14722.0,122,1,7.95,2,At-Risk Customers
14723.0,7,2,5.71,1,Potential Loyalists
14725.0,30,1,2.52,1,Potential Loyalists
14732.0,296,1,17.85,0,Hibernating / Low-Value
14745.0,200,2,36.3,2,At-Risk Customers
14755.0,54,1,10.2,1,Potential Loyalists
14769.0,63,1,10.5,1,Potential Loyalists
14770.0,197,1,29.96,2,At-Risk Customers
14796.0,2,4,26.0,1,Potential Loyalists
14800.0,47,1,6.25,1,Potential Loyalists
14825.0,233,1,10.9,2,At-Risk Customers
14831.0,316,2,36.0,0,Hibernating / Low-Value
14838.0,59,2,21.900000000000002,1,Potential Loyalists
14852.0,231,1,16.5,2,At-Risk Customers
14869.0,110,1,15.0,1,Potential Loyalists
14878.0,12,1,7.6499999999999995,1,Potential Loyalists
14891.0,72,1,19.5,1,Potential Loyalists
14892.0,326,1,15.0,0,Hibernating / Low-Value
14895.0,220,2,91.4,2,At-Risk Customers
14899.0,31,1,5.85,1,Potential Loyalists
14904.0,63,1,1.25,1,Potential Loyalists
14911.0,17,17,299.72,1,Potential Loyalists
14912.0,226,1,14.850000000000001,2,At-Risk Customers
14913.0,88,1,13.200000000000001,1,Potential Loyalists
14915.0,52,1,14.850000000000001,1,Potential Loyalists
14917.0,232,1,63.5,2,At-Risk Customers
14988.0,238,1,21.25,2,At-Risk Customers
14991.0,66,1,10.0,1,Potential Loyalists
14994.0,259,1,1.95,0,Hibernating / Low-Value
15003.0,109,3,5.0,1,Potential Loyalists
15005.0,109,4,14.75,1,Potential Loyalists
15006.0,89,1,10.5,1,Potential Loyalists
15013.0,254,2,10.9,0,Hibernating / Low-Value
15021.0,2,2,12.05,1,Potential Loyalists
15023.0,176,1,17.0,2,At-Risk Customers
15024.0,28,1,11.9,1,Potential Loyalists
15025.0,204,1,7.5,2,At-Risk Customers
15031.0,367,1,3.75,0,Hibernating / Low-Value
15034.0,22,3,30.42,1,Potential Loyalists
15039.0,86,2,21.33,1,Potential Loyalists
15044.0,33,2,26.35,1,Potential Loyalists
15046.0,330,1,2.1,0,Hibernating / Low-Value
15050.0,57,2,79.2,1,Potential Loyalists
15051.0,169,1,3.4799999999999995,2,At-Risk Customers
15055.0,229,1,2.95,2,At-Risk Customers
15059.0,47,3,15.149999999999999,1,Potential Loyalists
15064.0,46,1,16.5,1,Potential Loyalists
15068.0,54,1,2.5,1,Potential Loyalists
15078.0,144,2,42.900000000000006,2,At-Risk Customers
15093.0,45,2,68.54,1,Potential Loyalists
15095.0,323,1,19.799999999999997,0,Hibernating / Low-Value
15097.0,219,1,15.0,2,At-Risk Customers
15101.0,226,1,15.0,2,At-Risk Customers
15105.0,262,1,17.85,0,Hibernating / Low-Value
15111.0,60,1,17.700000000000003,1,Potential Loyalists
15122.0,134,1,70.80000000000001,2,At-Risk Customers
15127.0,155,1,10.5,2,At-Risk Customers
15129.0,154,1,10.2,2,At-Risk Customers
15133.0,156,1,29.5,2,At-Risk Customers
15141.0,182,1,15.0,2,At-Risk Customers
15159.0,67,1,31.5,1,Potential Loyalists
15164.0,25,1,5.9,1,Potential Loyalists
15173.0,184,2,31.0,2,At-Risk Customers
15179.0,372,1,13.200000000000001,0,Hibernating / Low-Value
15180.0,53,1,16.5,1,Potential Loyalists
15182.0,199,1,17.4,2,At-Risk Customers
15203.0,280,1,5.04,0,Hibernating / Low-Value
15218.0,275,1,71.4,0,Hibernating / Low-Value
15222.0,359,1,15.600000000000001,0,Hibernating / Low-Value
15228.0,64,2,29.85,1,Potential Loyalists
15235.0,17,1,14.850000000000001,1,Potential Loyalists
15241.0,290,1,10.5,0,Hibernating / Low-Value
15245.0,38,1,30.0,1,Potential Loyalists
15249.0,259,1,17.700000000000003,0,Hibernating / Low-Value
15251.0,296,2,107.4,0,Hibernating / Low-Value
15254.0,196,1,7.800000000000001,2,At-Risk Customers
15259.0,238,1,15.0,2,At-Risk Customers
15260.0,186,1,8.5,2,At-Risk Customers
15262.0,16,1,10.2,1,Potential Loyalists
15270.0,310,1,25.200000000000003,0,Hibernating / Low-Value
15271.0,50,2,14.850000000000001,1,Potential Loyalists
15272.0,299,1,2.1,0,Hibernating / Low-Value
15279.0,311,1,10.2,0,Hibernating / Low-Value
15280.0,207,1,1.25,2,At-Risk Customers
15281.0,14,1,31.2,1,Potential Loyalists
15298.0,101,2,29.400000000000002,1,Potential Loyalists
15301.0,86,1,10.2,1,Potential Loyalists
15311.0,2,7,114.41,1,Potential Loyalists
15312.0,359,1,19.5,0,Hibernating / Low-Value
15321.0,199,2,37.5,2,At-Risk Customers
15332.0,149,2,45.0,2,At-Risk Customers
15356.0,4,3,9.15,1,Potential Loyalists
15362.0,374,2,27.450000000000003,0,Hibernating / Low-Value
15370.0,46,1,19.799999999999997,1,Potential Loyalists
15382.0,291,1,10.2,0,Hibernating / Low-Value
15418.0,61,1,1.95,1,Potential Loyalists
15426.0,222,1,13.049999999999999,2,At-Risk Customers
15439.0,289,1,16.5,0,Hibernating / Low-Value
15443.0,243,1,10.2,2,At-Risk Customers
15446.0,362,1,0.42,0,Hibernating / Low-Value
15454.0,254,1,1.7,0,Hibernating / Low-Value
15466.0,25,2,5.7,1,Potential Loyalists
15469.0,74,1,17.700000000000003,1,Potential Loyalists
15478.0,211,1,22.5,2,At-Risk Customers
15480.0,312,1,5.04,0,Hibernating / Low-Value
15493.0,25,1,6.300000000000001,1,Potential Loyalists
15494.0,114,4,120.3,1,Potential Loyalists
15498.0,42,2,45.0,1,Potential Loyalists
15502.0,190,1,16.8,2,At-Risk Customers
15513.0,35,1,15.0,1,Potential Loyalists
15518.0,14,2,13.05,1,Potential Loyalists
15521.0,88,1,22.5,1,Potential Loyalists
15527.0,184,2,27.2,2,At-Risk Customers
15532.0,164,4,13.1,2,At-Risk Customers
15535.0,40,2,28.65,1,Potential Loyalists
15543.0,95,1,10.2,1,Potential Loyalists
15547.0,61,3,16.32,1,Potential Loyalists
15548.0,231,1,1.65,2,At-Risk Customers
15550.0,14,1,2.1,1,Potential Loyalists
15551.0,77,1,11.8,1,Potential Loyalists
15555.0,54,5,32.63,1,Potential Loyalists
15570.0,5,1,17.25,1,Potential Loyalists
15571.0,194,1,2.55,2,At-Risk Customers
15574.0,8,2,4.199999999999999,1,Potential Loyalists
15579.0,63,2,10.45,1,Potential Loyalists
15581.0,33,2,3.7199999999999998,1,Potential Loyalists
15590.0,219,1,25.0,2,At-Risk Customers
15606.0,253,1,15.0,0,Hibernating / Low-Value
15615.0,56,2,30.0,1,Potential Loyalists
15617.0,51,1,10.2,1,Potential Loyalists
15625.0,178,1,15.0,2,At-Risk Customers
15627.0,93,1,16.5,1,Potential Loyalists
15628.0,108,3,50.3,1,Potential Loyalists
15633.0,232,1,15.299999999999999,2,At-Risk Customers
15641.0,320,1,17.700000000000003,0,Hibernating / Low-Value
15660.0,86,1,7.800000000000001,1,Potential Loyalists
15673.0,291,1,53.1,0,Hibernating / Low-Value
15675.0,40,1,20.85,1,Potential Loyalists
15708.0,61,1,8.5,1,Potential Loyalists
15710.0,53,2,7.8500000000000005,1,Potential Loyalists
15716.0,5,1,5.9,1,Potential Loyalists
15717.0,57,1,17.700000000000003,1,Potential Loyalists
15719.0,53,1,7.6499999999999995,1,Potential Loyalists
15726.0,26,1,5.04,1,Potential Loyalists
15727.0,205,2,22.48,2,At-Risk Customers
15738.0,226,1,17.700000000000003,2,At-Risk Customers
15747.0,11,1,1.65,1,Potential Loyalists
15750.0,66,2,10.85,1,Potential Loyalists
15768.0,236,3,15.15,2,At-Risk Customers
15772.0,54,1,13.5,1,Potential Loyalists
15789.0,178,1,13.2,2,At-Risk Customers
15791.0,165,2,50.4,2,At-Risk Customers
15793.0,262,1,17.700000000000003,0,Hibernating / Low-Value
15796.0,152,1,34.0,2,At-Risk Customers
15798.0,281,1,10.2,0,Hibernating / Low-Value
15805.0,75,1,13.200000000000001,1,Potential Loyalists
15808.0,224,2,40.25,2,At-Risk Customers
15823.0,367,2,111.36,0,Hibernating / Low-Value
15834.0,60,1,19.799999999999997,1,Potential Loyalists
15842.0,29,1,12.600000000000001,1,Potential Loyalists
15850.0,24,2,9.0,1,Potential Loyalists
15856.0,36,2,42.900000000000006,1,Potential Loyalists
15858.0,192,1,5.04,2,At-Risk Customers
15862.0,255,1,0.95,0,Hibernating / Low-Value
15867.0,228,2,11.6,2,At-Risk Customers
15870.0,82,1,10.2,1,Potential Loyalists
15874.0,120,2,31.200000000000003,2,At-Risk Customers
15878.0,197,1,3.3,2,At-Risk Customers
15880.0,5,1,1.95,1,Potential Loyalists
15886.0,234,1,1.25,2,At-Risk Customers
15887.0,191,1,17.700000000000003,2,At-Risk Customers
15888.0,36,2,6.3,1,Potential Loyalists
15889.0,245,1,1.65,2,At-Risk Customers
15892.0,305,1,1.65,0,Hibernating / Low-Value
15898.0,60,2,11.8,1,Potential Loyalists
15910.0,101,1,1.7,1,Potential Loyalists
15912.0,205,1,4.95,2,At-Risk Customers
15917.0,358,1,4.95,0,Hibernating / Low-Value
15950.0,107,1,25.200000000000003,1,Potential Loyalists
15953.0,5,1,13.52,1,Potential Loyalists
15958.0,39,1,4.2,1,Potential Loyalists
15964.0,299,1,5.95,0,Hibernating / Low-Value
15967.0,179,1,25.200000000000003,2,At-Risk Customers
15968.0,24,3,11.21,1,Potential Loyalists
15970.0,234,1,19.799999999999997,2,At-Risk Customers
15982.0,241,3,56.0,2,At-Risk Customers
15983.0,9,1,6.72,1,Potential Loyalists
15984.0,325,1,3.4799999999999995,0,Hibernating / Low-Value
15988.0,292,1,13.8,0,Hibernating / Low-Value
15990.0,285,1,5.9,0,Hibernating / Low-Value
15996.0,33,1,2.95,1,Potential Loyalists
15998.0,29,4,20.75,1,Potential Loyalists
16003.0,40,1,19.799999999999997,1,Potential Loyalists
16004.0,110,1,16.5,1,Potential Loyalists
16005.0,86,1,1.25,1,Potential Loyalists
16006.0,23,1,2.1,1,Potential Loyalists
16007.0,19,1,1.7,1,Potential Loyalists
16012.0,37,2,16.950000000000003,1,Potential Loyalists
16017.0,53,1,14.850000000000001,1,Potential Loyalists
16019.0,107,1,8.5,1,Potential Loyalists
